,U-Factor Wall [Btu/hr-ft2-°F],U-Factor Roof [Btu/hr-ft2-°F],Net Wall Area [ft2],Net Roof Area [ft2],Glass U-Factor [Btu/hr-ft2-°F],Glass SHGC,Infiltration (cfm/ft2),Window-Wall Ratio,Plug and Process [W/ft2],Lighting [W/ft2],Building Area [ft2],vpz (cfm),vot (cfm),Chiller,Boiler,DX Cooling,DX Heating,Purchased Cooling,Purchased Heating,Geothermal,Heating (kBtu/ft2),Cooling (kBtu/ft2),Fans (kBtu/ft2),Pumps (kBtu/ft2),Heat Rejection (kBtu/ft2),Total Lighting (kBtu/ft2),Total Equipment (kBtu/ft2),Climate Category_cool,Climate Category_hot,Climate Category_temperate,Building Type_Hospital,Building Type_Lodging,Building Type_Office,Building Type_Restaurant,Building Type_Retail,Building Type_School,Building Type_Warehouse
472,2.4198014385549547,0.221,3328.340000000001,1978.84,0.5029655507531132,0.232,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,52379.349264,0.0,0,1,1,0,0,0,0,0.4316106308878418,23.579165846854387,5.74373550228805,0.5814829790706189,0.0,5.510661104777497,34.22219814183514,0,0,1,0,1,0,0,0,0,0
473,0.4962188237980492,0.1819999999999999,3328.340000000001,1978.84,0.3624705711237044,0.355,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,45700.00384,0.0,0,1,1,0,0,0,0,2.683498932376754,7.455741849370232,5.183596332513269,0.4072398813645938,0.0,5.501968353355191,34.22219814183514,0,0,1,0,1,0,0,0,0,0
474,0.4290487630470443,0.1819999999999999,3328.340000000001,1978.84,0.3624705711237044,0.3740000000000001,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,47245.303024,0.0,0,1,1,0,0,0,0,2.010121152556054,1.8095669590271592,5.011836878070761,0.3754958159027834,0.0,5.49971755164763,34.22219814183514,0,0,1,0,1,0,0,0,0,0
475,0.3811900947619533,0.1819999999999999,3328.340000000001,1978.84,0.3423940311237044,0.3740000000000001,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,47265.85616,0.0,0,1,1,0,0,0,0,8.636791835023942,4.787067162722588,5.155422504242764,0.2865503415281266,0.0,5.499251868535721,34.22219814183514,1,0,0,0,1,0,0,0,0,0
476,0.5860587800525184,0.221,3328.340000000001,1978.84,0.4226593907531131,0.252,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,45400.394208000005,0.0,0,1,1,0,0,0,0,5.096280749030296,6.240231313435241,4.78823137050236,0.3367665037623351,0.0,5.50864314462589,34.22219814183514,0,0,1,0,1,0,0,0,0,0
477,0.4962188237980492,0.1819999999999999,3328.340000000001,1978.84,0.3624705711237044,0.355,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,47361.629536,0.0,0,1,1,0,0,0,0,1.928160924860035,2.6294020775433022,5.008344254731441,0.292681835834931,0.0,5.501813125651223,34.22219814183514,0,0,1,0,1,0,0,0,0,0
478,0.719559275795141,0.221,3328.340000000001,1978.84,0.46052765,0.252,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,46396.691584,0.0,0,1,1,0,0,0,0,0.3142584866867239,19.19887288238448,5.406425701561822,0.5441507162658981,0.0,5.505305748990541,34.22219814183514,0,1,0,0,1,0,0,0,0,0
479,0.719559275795141,0.221,3328.340000000001,1978.84,0.46052765,0.252,0.0445387635451058,30.16,3.8130828611,0.4959905364,122119.567031,51362.922528,0.0,0,1,1,0,0,0,0,0.3473996014842618,12.998224633461524,5.918832352365909,0.397227694458546,0.0,5.507401322994132,34.22219814183514,0,1,0,0,1,0,0,0,0,0
480,0.4609275193746926,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,8161.078208,2196.854784,0,1,1,1,0,0,0,4.619321198462787,8.359973130725457,7.414608369662709,0.0057042199553565,0.0,13.01702993812368,22.45334549580988,0,0,1,0,1,0,0,0,0,0
481,0.5421892870910711,0.358,1504.54,1003.41,0.58081078,0.3473143073757176,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6872.587280000001,2196.854784,0,1,1,1,0,0,0,4.2549093005455845,11.937396615034848,6.986791873010967,0.0057042199553565,0.0,13.01856568965012,22.45334549580988,0,0,1,0,1,0,0,0,0,0
482,0.3957382322836216,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6475.085392000001,2196.854784,0,1,1,1,0,0,0,15.714467797781714,5.945113551932777,6.837385188795666,0.0057042199553565,0.0,13.015932972747647,22.45334549580988,1,0,0,0,1,0,0,0,0,0
483,0.3957382322836216,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7887.5308,2196.854784,0,1,1,1,0,0,0,9.38761029499046,6.6649422316837335,7.315003913519175,0.0057042199553565,0.0,13.016152365822856,22.45334549580988,1,0,0,0,1,0,0,0,0,0
484,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7590.040048000002,2196.854784,0,0,1,1,0,0,0,0.000877572300824,26.83287006307248,7.3053506182101104,0.0057042199553565,0.0,13.020540227326975,22.45334549580988,0,0,0,0,1,0,0,0,0,0
485,0.5421892870910711,0.358,1504.54,1003.41,0.58081078,0.3473143073757176,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7812.946224,2196.854784,0,1,1,1,0,0,0,1.973879497628577,11.583076798577125,7.307105762811759,0.0057042199553565,0.0,13.01856568965012,22.45334549580988,0,0,1,0,1,0,0,0,0,0
486,0.3266460512847781,0.273,1504.54,1003.41,0.4605276500000002,0.4460000000000002,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6446.0567360000005,2196.854784,0,1,1,1,0,0,0,36.8418015470464,3.287824625037441,6.826634928110572,0.0057042199553565,0.0,13.000794850558432,22.45334549580988,1,0,0,0,1,0,0,0,0,0
487,0.3957382322836216,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7345.309408,2196.854784,0,1,1,1,0,0,0,16.521614921464668,4.878643813356304,7.131810695722148,0.0057042199553565,0.0,13.01351964892038,22.45334549580988,1,0,0,0,1,0,0,0,0,0
488,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6994.634768,2196.854784,0,0,1,0,0,0,0,0.0,29.745532529507624,7.098901734441244,0.0057042199553565,0.0,13.020101441176562,22.45334549580988,0,1,0,0,1,0,0,0,0,0
489,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6900.980272,2196.854784,0,0,1,0,0,0,0,0.0,21.54154787525365,7.018823261991047,0.0057042199553565,0.0,13.020759620402185,22.45334549580988,0,1,0,0,1,0,0,0,0,0
490,0.3629999999999999,0.358,1504.54,1003.41,0.58081078,0.488,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6649.681104,2196.854784,0,1,1,1,0,0,0,28.74071224506405,4.95608956890403,6.896840712176498,0.0057042199553565,0.0,13.012203290469149,22.45334549580988,1,0,0,0,1,0,0,0,0,0
491,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7326.875152,2196.854784,0,1,1,1,0,0,0,0.2999103338066317,22.239437247484005,7.189949860651743,0.0057042199553565,0.0,13.018126903499711,22.45334549580988,0,0,1,0,1,0,0,0,0,0
492,0.4609275193746926,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6585.0552640000005,2196.854784,0,1,1,1,0,0,0,10.11731166312569,8.30841575805204,6.879947445385633,0.0057042199553565,0.0,13.01527479352203,22.45334549580988,0,0,1,0,1,0,0,0,0,0
493,0.3957382322836216,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6294.13304,2196.854784,0,1,1,1,0,0,0,7.181832316869121,4.375356098833691,6.769812121632212,0.0057042199553565,0.0,13.012861469694764,22.45334549580988,0,0,1,0,1,0,0,0,0,0
494,0.3957382322836216,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6692.058704,2196.854784,0,1,1,1,0,0,0,23.923059706615017,5.903209474568425,6.918121840471482,0.0057042199553565,0.0,13.015055400446826,22.45334549580988,1,0,0,0,1,0,0,0,0,0
495,0.5421892870910711,0.358,1504.54,1003.41,1.0276018499999997,0.5471905122928625,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7019.425664,2196.854784,0,1,1,1,0,0,0,0.5971879507107911,10.027360502291222,7.024308088871196,0.0057042199553565,0.0,13.018126903499711,22.45334549580988,0,0,1,0,1,0,0,0,0,0
496,0.4609275193746926,0.358,1504.54,1003.41,0.58081078,0.385,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6537.80424,2196.854784,0,1,1,1,0,0,0,6.284514639276492,5.218703079925638,6.852084524834469,0.0057042199553565,0.0,13.012861469694764,22.45334549580988,0,0,1,0,1,0,0,0,0,0
497,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6931.704032,2196.854784,0,1,1,1,0,0,0,0.8069277306077478,18.59685401983843,7.027598984999287,0.0057042199553565,0.0,13.01746872427409,22.45334549580988,0,1,0,0,1,0,0,0,0,0
498,0.704,0.358,1504.54,1003.41,1.0276018499999997,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,8002.797872,2196.854784,0,1,1,1,0,0,0,0.7900344638168842,14.867391134411266,7.3795054776297455,0.0057042199553565,0.0,13.019004475800534,22.45334549580988,0,1,0,0,1,0,0,0,0,0
499,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,7946.011888,1087.197328,0,1,1,1,0,0,0,1.6360141618113038,8.33715625090403,7.349668019401727,0.0057042199553565,0.0,13.01702993812368,22.45334549580988,0,0,1,0,1,0,0,0,0,0
500,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6725.960784,1087.197328,0,1,1,1,0,0,0,1.8845865160197264,11.174347499468302,6.937428431089611,0.0057042199553565,0.0,13.01856568965012,22.45334549580988,0,0,1,0,1,0,0,0,0,0
501,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6442.8784160000005,1087.197328,0,1,1,1,0,0,0,8.422938943309585,6.222426398993187,6.829267645013044,0.0057042199553565,0.0,13.015932972747647,22.45334549580988,1,0,0,0,1,0,0,0,0,0
502,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,7834.135024,1087.197328,0,1,1,1,0,0,0,4.274874070389332,7.021675371968725,7.303376080533256,0.0057042199553565,0.0,13.016152365822856,22.45334549580988,1,0,0,0,1,0,0,0,0,0
503,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7589.404384000001,1087.197328,0,0,1,1,0,0,0,0.0017551446016481,23.636751743471155,7.267834402349881,0.0057042199553565,0.0,13.020540227326975,22.45334549580988,0,0,0,0,1,0,0,0,0,0
504,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,7635.172192,1087.197328,0,1,1,1,0,0,0,0.6197854374570112,10.742581927462853,7.251160528634223,0.0057042199553565,0.0,13.01856568965012,22.45334549580988,0,0,1,0,1,0,0,0,0,0
505,0.2539381538543342,0.273,1504.54,1003.41,0.42037457,0.445,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6463.007776000001,1087.197328,0,1,1,1,0,0,0,21.87699988724366,3.604847618710143,6.836727009570048,0.0057042199553565,0.0,13.000794850558432,22.45334549580988,1,0,0,0,1,0,0,0,0,0
506,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,7415.444336,1087.197328,0,1,1,1,0,0,0,8.568396552171176,5.413085344558173,7.160989974724547,0.0057042199553565,0.0,13.01351964892038,22.45334549580988,1,0,0,0,1,0,0,0,0,0
507,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6993.787216000001,1087.197328,0,0,1,0,0,0,0,0.0,25.75192038153241,7.065992773160341,0.0057042199553565,0.0,13.020101441176562,22.45334549580988,0,1,0,0,1,0,0,0,0,0
508,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6900.132720000001,1087.197328,0,0,1,0,0,0,0,0.0,19.44261432475765,7.012460862810072,0.0057042199553565,0.0,13.020759620402185,22.45334549580988,0,1,0,0,1,0,0,0,0,0
509,0.2738971845215149,0.273,1504.54,1003.41,0.42037457,0.445,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6707.950304,1087.197328,0,1,1,1,0,0,0,15.713809618556098,5.331690513656739,6.919876985073131,0.0057042199553565,0.0,13.012203290469149,22.45334549580988,1,0,0,0,1,0,0,0,0,0
510,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7326.027599999999,1087.197328,0,1,1,1,0,0,0,0.0960941669402375,19.874599289838297,7.1680105531311415,0.0057042199553565,0.0,13.018126903499711,22.45334549580988,0,0,1,0,1,0,0,0,0,0
511,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6432.495904,1087.197328,0,1,1,1,0,0,0,4.791544762499513,8.325528417918111,6.830364610389073,0.0057042199553565,0.0,13.01527479352203,22.45334549580988,0,0,1,0,1,0,0,0,0,0
512,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6279.5127680000005,1087.197328,0,1,1,1,0,0,0,2.478702963677633,5.118659837631692,6.771128480083448,0.0057042199553565,0.0,13.012861469694764,22.45334549580988,0,0,1,0,1,0,0,0,0,0
513,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6764.100624000001,1087.197328,0,1,1,1,0,0,0,13.934312385560055,6.161873910236325,6.945545974872235,0.0057042199553565,0.0,13.015055400446826,22.45334549580988,1,0,0,0,1,0,0,0,0,0
514,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6458.770016,1087.197328,0,1,1,1,0,0,0,0.1175946883104276,9.124996783968854,6.842870015675817,0.0057042199553565,0.0,13.018126903499711,22.45334549580988,0,0,1,0,1,0,0,0,0,0
515,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.2444919161636807,10.87,2.6207657591,0.9676219062,43201.773762,6420.418288000001,1087.197328,0,1,1,1,0,0,0,2.266988646103822,5.78385964165635,6.819833742779185,0.0057042199553565,0.0,13.012861469694764,22.45334549580988,0,0,1,0,1,0,0,0,0,0
516,0.4609275193746926,0.273,1504.54,1003.41,0.72064212,0.255,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,6827.667024,1087.197328,0,1,1,1,0,0,0,0.2119337106490169,16.656102876565964,6.985475514559731,0.0057042199553565,0.0,13.01746872427409,22.45334549580988,0,1,0,0,1,0,0,0,0,0
517,0.4609275193746926,0.273,1504.54,1003.41,0.72064212,0.255,0.2784391585230841,10.87,2.6207657591,0.9676219062,43201.773762,7858.078368,1087.197328,0,1,1,1,0,0,0,0.1891168308275907,13.749583416236586,7.335407469513336,0.0057042199553565,0.0,13.019004475800534,22.45334549580988,0,1,0,0,1,0,0,0,0,0
518,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,7095.493456,1087.197328,0,1,1,1,0,0,0,1.738690121007722,7.151994858641101,7.000613636748946,0.0057042199553565,0.0,10.491157463276751,22.21354886460969,0,0,1,0,1,0,0,0,0,0
519,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,6113.816352,1087.197328,0,1,1,1,0,0,0,1.8317127848950752,9.301827602584908,6.684468215377069,0.0057042199553565,0.0,10.499933186284991,22.21354886460969,0,0,1,0,1,0,0,0,0,0
520,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5781.999744000001,1087.197328,0,1,1,1,0,0,0,7.741723444794888,5.035729255203816,6.553051763328662,0.0057042199553565,0.0,10.492035035577576,22.21354886460969,1,0,0,0,1,0,0,0,0,0
521,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,6974.9291840000005,1087.197328,0,1,1,1,0,0,0,4.309099390121472,5.681403075535138,6.952566553278827,0.0057042199553565,0.0,10.492473821727987,22.21354886460969,1,0,0,0,1,0,0,0,0,0
522,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,6900.556495999999,1087.197328,0,0,1,1,0,0,0,0.0026327169024722,20.70653783101953,7.028257164224905,0.0057042199553565,0.0,10.62301270147557,22.21354886460969,0,0,0,0,1,0,0,0,0,0
523,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,6957.34248,1087.197328,0,1,1,1,0,0,0,0.6724397755064565,9.152201525294402,6.967265889317631,0.0057042199553565,0.0,10.49730046938252,22.21354886460969,0,0,1,0,1,0,0,0,0,0
524,0.2539381538543342,0.273,1504.54,1003.41,0.42037457,0.445,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5884.977312000001,1087.197328,0,1,1,1,0,0,0,21.778931182626565,2.940086600835897,6.590567979188892,0.0057042199553565,0.0,10.506953764691586,22.21354886460969,1,0,0,0,1,0,0,0,0,0
525,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,6626.797200000001,1087.197328,0,1,1,1,0,0,0,8.09121661359808,4.339814420650315,6.83387489959237,0.0057042199553565,0.0,10.493132000953604,22.21354886460969,1,0,0,0,1,0,0,0,0,0
526,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,6193.062464000001,1087.197328,0,0,1,0,0,0,0,0.0,22.5452711943212,6.800088366010642,0.0057042199553565,0.0,10.622793308400365,22.21354886460969,0,1,0,0,1,0,0,0,0,0
527,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,6023.128288000001,1087.197328,0,0,1,1,0,0,0,0.000438786150412,16.731354701361624,6.697412406814224,0.0057042199553565,0.0,10.623232094550776,22.21354886460969,0,1,0,0,1,0,0,0,0,0
528,0.2738971845215149,0.273,1504.54,1003.41,0.42037457,0.445,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5982.869568,1087.197328,0,1,1,1,0,0,0,14.877922002021156,4.256445052072026,6.6210636166425285,0.0057042199553565,0.0,10.490499284051133,22.21354886460969,1,0,0,0,1,0,0,0,0,0
529,0.704,0.273,1504.54,1003.41,1.0270735200000003,0.251,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,6757.10832,1087.197328,0,1,1,1,0,0,0,0.1079413930013626,17.4189325990573,6.9536635186548565,0.0057042199553565,0.0,10.62125755687392,22.21354886460969,0,0,1,0,1,0,0,0,0,0
530,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5791.110928,1087.197328,0,1,1,1,0,0,0,4.459822432788008,6.945765367947439,6.564460203239375,0.0057042199553565,0.0,10.491376856351955,22.21354886460969,0,0,1,0,1,0,0,0,0,0
531,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5652.324288,1087.197328,0,1,1,1,0,0,0,2.706432975741483,3.957851076716631,6.510270113663488,0.0057042199553565,0.0,10.494667752480048,22.21354886460969,0,0,1,0,1,0,0,0,0,0
532,0.3629999999999999,0.273,1504.54,1003.41,0.4806041900000001,0.3940000000000001,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,6036.477232,1087.197328,0,1,1,1,0,0,0,12.598208557555385,4.999748790870028,6.640808993411071,0.0057042199553565,0.0,10.492035035577576,22.21354886460969,1,0,0,0,1,0,0,0,0,0
533,0.3957382322836216,0.273,1504.54,1003.41,0.6207877499999999,0.253,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5879.256336,1087.197328,0,1,1,1,0,0,0,0.1283449489955227,7.430404671077543,6.598246736821102,0.0057042199553565,0.0,10.62125755687392,22.21354886460969,0,0,1,0,1,0,0,0,0,0
534,0.3629999999999999,0.273,1504.54,1003.41,0.5105428900000001,0.395,0.1633979263671106,10.87,2.6181737654,0.7724605741,43201.773762,5817.596928,1087.197328,0,1,1,1,0,0,0,2.228594857942769,4.696986347085718,6.568409278593084,0.0057042199553565,0.0,10.493790180179223,22.21354886460969,0,0,1,0,1,0,0,0,0,0
535,0.4609275193746926,0.273,1504.54,1003.41,0.72064212,0.255,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,6142.209344000001,1087.197328,0,1,1,1,0,0,0,0.2178573236795795,14.249799627706317,6.726372292741418,0.0057042199553565,0.0,10.620818770723508,22.21354886460969,0,1,0,0,1,0,0,0,0,0
536,0.4609275193746926,0.273,1504.54,1003.41,0.72064212,0.255,0.197345168726514,10.87,2.6181737654,0.7724605741,43201.773762,7074.516544,1087.197328,0,1,1,1,0,0,0,0.1930659061812991,11.390888464696648,7.023430516570372,0.0057042199553565,0.0,10.62191573609954,22.21354886460969,0,1,0,0,1,0,0,0,0,0
537,0.3629999999999999,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,6962.004016000001,1087.197328,0,1,1,1,0,0,0,1.8571623816189735,6.422293490505873,5.907816729147752,0.0057042199553565,0.0,8.443123106228539,21.481872958797613,0,0,1,0,1,0,0,0,0,0
538,0.3842511332367369,0.221,1504.54,1003.41,0.50068073,0.252,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5936.254208,1087.197328,0,1,1,1,0,0,0,1.991430943645059,8.320043591037962,5.739103454314321,0.0057042199553565,0.0,8.542727562372074,21.481872958797613,0,0,1,0,1,0,0,0,0,0
539,0.312,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5687.497696,1087.197328,0,1,1,1,0,0,0,7.761688214638635,4.499751972475505,5.6796479309334895,0.0057042199553565,0.0,8.44751096773266,21.481872958797613,1,0,0,0,1,0,0,0,0,0
540,0.312,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,6871.315952,1087.197328,0,1,1,1,0,0,0,4.027837467707352,5.117782265330868,6.341556838830058,0.0057042199553565,0.0,8.444439464679775,21.481872958797613,1,0,0,0,1,0,0,0,0,0
541,0.704,0.221,1504.54,1003.41,0.5707725100000002,0.252,0.197345168726514,10.87,2.6161670606,0.8734554254,43201.773762,6553.060176,1087.197328,0,0,1,1,0,0,0,0.0026327169024722,18.89500920904341,5.969685576355851,0.0057042199553565,0.0,8.457822442267343,21.481872958797613,0,0,0,0,1,0,0,0,0,0
542,0.3842511332367369,0.221,1504.54,1003.41,0.50068073,0.252,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,6748.209024000001,1087.197328,0,1,1,1,0,0,0,0.7762127000789047,8.25334809617533,5.88368349087509,0.0057042199553565,0.0,8.542069383146455,21.481872958797613,0,0,1,0,1,0,0,0,0,0
543,0.21,0.159,1504.54,1003.41,0.38022149,0.445,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5692.794896,1087.197328,0,1,1,1,0,0,0,20.380739114338592,2.5897158597318803,6.529137918131207,0.0057042199553565,0.0,8.548212389252225,21.481872958797613,1,0,0,0,1,0,0,0,0,0
544,0.2779999999999999,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,6411.095216000001,1087.197328,0,1,1,1,0,0,0,7.592097367504381,3.875578673514373,6.22505911589566,0.0057042199553565,0.0,8.453434580763222,21.481872958797613,1,0,0,0,1,0,0,0,0,0
545,0.704,0.221,1504.54,1003.41,0.5707725100000002,0.252,0.197345168726514,10.87,2.6161670606,0.8734554254,43201.773762,5951.93392,1087.197328,0,0,1,0,0,0,0,0.0,20.64247505305937,5.86766779638505,0.0057042199553565,0.0,8.450363077710337,21.481872958797613,0,1,0,0,1,0,0,0,0,0
546,0.704,0.221,1504.54,1003.41,0.5707725100000002,0.252,0.197345168726514,10.87,2.6161670606,0.8734554254,43201.773762,5890.6982880000005,1087.197328,0,0,1,1,0,0,0,0.0010969653760301,14.801134425699049,5.784079034731556,0.0057042199553565,0.0,8.520130075625854,21.481872958797613,0,1,0,0,1,0,0,0,0,0
547,0.2494870990468848,0.159,1504.54,1003.41,0.38022149,0.445,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5765.896256,1087.197328,0,1,1,1,0,0,0,14.870023851313736,3.744820400691584,5.708169030710273,0.0057042199553565,0.0,8.438515851649212,21.481872958797613,1,0,0,0,1,0,0,0,0,0
548,0.704,0.221,1504.54,1003.41,0.5707725100000002,0.252,0.197345168726514,10.87,2.6161670606,0.8734554254,43201.773762,6415.544864,1087.197328,0,1,1,1,0,0,0,0.0998238492187398,15.882742286464737,5.902331902267601,0.0057042199553565,0.0,8.48722111434495,21.481872958797613,0,0,1,0,1,0,0,0,0,0
549,0.3629999999999999,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5677.962736,1087.197328,0,1,1,1,0,0,0,4.689088196378302,6.188201079261048,5.683816399362404,0.0057042199553565,0.0,8.441587354702097,21.481872958797613,0,0,1,0,1,0,0,0,0,0
550,0.312,0.1819999999999999,1504.54,1003.41,0.42037457,0.3940000000000001,0.1633979263671106,10.87,2.6161670606,0.8734554254,43201.773762,5563.755104,1087.197328,0,1,1,1,0,0,0,2.562949904556745,3.569305940526767,6.482187800037116,0.0057042199553565,0.0,8.473179957531764,21.481872958797613,0,0,1,0,1,0,0,0,0,0
